BusinessEntityID HireDateKey BirthDateKey
---------------- ----------- ------------
1                20090114    19690129
2                20080131    19710801
3                20071111    19741112
4                20071205    19741223
5                20080106    19520927
6                20080124    19590311
7                20090208    19870224
8                20081229    19860605
9                20090116    19790121
10               20090503    19841130
11               20101205    19780117
12               20071211    19590729
13               20101223    19890528
14               20101230    19790616
15               20110118    19610502
16               20071220    19750319
17               20070126    19870503
18               20110207    19780306
19               20110214    19780129
20               20110107    19750317
21               20090302    19860204
22               20081212    19870521
23               20090112    19620913
24               20090118    19790618
25               20090203    19830107
26               20081201    19821103
27               20080227    19561008
28               20060630    19880313
29               20090123    19790925
30               20090129    19890928
31               20090104    19860520
32               20081229    19770710
33               20081217    19761226
34               20090216    19870610
35               20090208    19770110
36               20090210    19840731
37               20090307    19860807
38               20100116    19661214
39               20100205    19710911
40               20071226    19560116
41               20090121    19730827
42               20081227    19840725
43               20090102    19881119
44               20081208    19900517
45               20090226    19860110
46               20090208    19760210
47               20090222    19880906
48               20080106    19560604
49               20080107    19560326
50               20080202    19560830
51               20080220    19560711
52               20080310    19560404
53               20080328    19560329
54               20100101    19860910
55               20080208    19560401
56               20090205    19880706
57               20090223    19710724
58               20081205    19860530
59               20081224    19790816
60               20090111    19770203
61               20090118    19890809
62               20080317    19560807
63               20100129    19550130
64               20100223    19730905
65               20100223    19700428
66               20091222    19700307
67               20090305    19760211
68               20091203    19710902
69               20090215    19910406
70               20081215    19841229
71               20090215    19890129
72               20081201    19770514
73               20081219    19831019
74               20090107    19891106
75               20090126    19820627
76               20090212    19881017
77               20090303    19830513
78               20081215    19870827
79               20100124    19661208
80               20100117    19701203
81               20091229    19710309
82               20100303    19730829
83               20100212    19731223
84               20100205    19520302
85               20091211    19701223
86               20090105    19720613
87               20081222    19840411
88               20091218    19661217
89               20100201    19860910
90               20100220    19860907
91               20100112    19860913
92               20100310    19861001
93               20081227    19800428
94               20081212    19721125
95               20081219    19860908
96               20090302    19900125
97               20090210    19860321
98               20090211    19780626
99               20090106    19790329
100              20090112    19730124
101              20090125    19710830
102              20081203    19831026
103              20091206    19860922
104              20091225    19860919
105              20091225    19860919
106              20100227    19860928
107              20100208    19861001
108              20081208    19890205
109              20081207    19780126
110              20081214    19790706
111              20081217    19780225
112              20090101    19780531
113              20081225    19870717
114              20090113    19780507
115              20090120    19910531
116              20090131    19740503
117              20090218    19900804
118              20090213    19710613
119              20090225    19890615
120              20090304    19870606
121              20090102    19720909
122              20081207    19780217
123              20081207    19770318
124              20081226    19840430
125              20090120    19731111
126              20090226    19850504
127              20090103    19830702
128              20081204    19801113
129              20081222    19880516
130              20090213    19730804
131              20090215    19901007
132              20090222    19860409
133              20090110    19910104
134              20090114    19850119
135              20081204    19820103
136              20091211    19701112
137              20090223    19740905
138              20090204    19871122
139              20100106    19711023
140              20100122    19530430
141              20100124    19740910
142              20100304    19700404
143              20100213    19710905
144              20090117    19901104
145              20090127    19810818
146              20081207    19890625
147              20081226    19751105
148              20090114    19881207
149              20090131    19831020
150              20090226    19820918
151              20090219    19770913
152              20090201    19770406
153              20081216    19741016
154              20081223    19670302
155              20090104    19890215
156              20090111    19740923
157              20090203    19771005
158              20090307    19861208
159              20090216    19841208
160              20090121    19770115
161              20081215    19850206
162              20090103    19801225
163              20090208    19900413
164              20090306    19880924
165              20090122    19881216
166              20090221    19830622
167              20081202    19791102
168              20081207    19840825
169              20081214    19830402
170              20081221    19770416
171              20090102    19810803
172              20090116    19861024
173              20090121    19870715
174              20090127    19860105
175              20090202    19890108
176              20090214    19850923
177              20090221    19820211
178              20090303    19820324
179              20090305    19741115
180              20090220    19841118
181              20081209    19841117
182              20081228    19861201
183              20090122    19790702
184              20090209    19860405
185              20090228    19751221
186              20090208    19900524
187              20081209    19890415
188              20081227    19851124
189              20090115    19720724
190              20090202    19850228
191              20090226    19880314
192              20090305    19830228
193              20081206    19881205
194              20081212    19890625
195              20081217    19851225
196              20081224    19801004
197              20081231    19771004
198              20090104    19881126
199              20090112    19870210
200              20090117    19870906
201              20090129    19770210
202              20090205    19891110
203              20090224    19810528
204              20090308    19880510
205              20090226    19800718
206              20081202    19620913
207              20081202    19701018
208              20090108    19870210
209              20090127    19901101
210              20090220    19690917
211              20090228    19771026
212              20081209    19760318
213              20100223    19661205
214              20090202    19890328
215              20090115    19860430
216              20081228    19760306
217              20090104    19760130
218              20081216    19900428
219              20090122    19870312
220              20090209    19751225
221              20090306    19870526
222              20081212    19680917
223              20090126    19871222
224              20090107    19811106
225              20090213    19840329
226              20090303    19840811
227              20091202    19710218
228              20081214    19760118
229              20100216    19700731
230              20100305    19711217
231              20100307    19540424
232              20100127    19701203
233              20091221    19710827
234              20090131    19760106
235              20081206    19760211
236              20090225    19760416
237              20090206    19770417
238              20090101    19840801
239              20081225    19841120
240              20081213    19780718
241              20090130    19830708
242              20081218    19760306
243              20090106    19760223
244              20090124    19840920
245              20090218    19760104
246              20090211    19770214
247              20090301    19790309
248              20090308    19790701
249              20081225    19841011
250              20110225    19780210
251              20090210    19840817
252              20090228    19740821
253              20091217    19701130
254              20100104    19701124
255              20100111    19661129
256              20100123    19520512
257              20100127    19720917
258              20100131    19710104
259              20100309    19730603
260              20101206    19780129
261              20101225    19780117
262              20090112    19640621
263              20081211    19751213
264              20090204    19840325
265              20081204    19770327
266              20090223    19800528
267              20090216    19780519
268              20090203    19880313
269              20090111    19870526
270              20090117    19750517
271              20090122    19760106
272              20081223    19850130
273              20110215    19770606
274              20110104    19511017
275              20110531    19681225
276              20110531    19800227
277              20110531    19620829
278              20110531    19750204
279              20110531    19740118
280              20110531    19741206
281              20110531    19680309
282              20110531    19631211
283              20110531    19740211
284              20120930    19780105
285              20130314    19750111
286              20130530    19770214
287              20120416    19570920
288              20130530    19750709
289              20120530    19680317
290              20120530    19750930

(290 rows affected)


Completion time: 2025-01-22T14:33:55.6870359-06:00
